id,name,substitute0,substitute1,substitute2,substitute3,substitute4,sideEffect0,sideEffect1,sideEffect2,sideEffect3,sideEffect4,sideEffect5,sideEffect6,sideEffect7,sideEffect8,sideEffect9,sideEffect10,sideEffect11,sideEffect12,sideEffect13,sideEffect14,sideEffect15,sideEffect16,sideEffect17,sideEffect18,sideEffect19,sideEffect20,sideEffect21,sideEffect22,sideEffect23,sideEffect24,sideEffect25,sideEffect26,sideEffect27,sideEffect28,sideEffect29,sideEffect30,sideEffect31,sideEffect32,sideEffect33,sideEffect34,sideEffect35,sideEffect36,sideEffect37,sideEffect38,sideEffect39,sideEffect40,sideEffect41,use0,use1,use2,use3,use4,Chemical Class,Habit Forming,Therapeutic Class,Action Class
216628,tadalis 10mg tablet,Tadasure 10mg Tablet,Tadacip 10mg Tablet,Tadact 10 Tablet,Tadafil 10mg Tablet,Yaw 10 Tablet,"Flushing (sense of warmth in the face, ears, neck and trunk)",Headache,Blurred vision,Muscle pain,Upset stomach,Rash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Erectile dysfunction,,,,,Carboline Derivative,No,SEX STIMULANTS REJUVENATORS,Phosphodiesterase-V inhibitors
216648,tfil 10mg tablet,Tadasure 10mg Tablet,Tadacip 10mg Tablet,Tadact 10 Tablet,Tadafil 10mg Tablet,Yaw 10 Tablet,"Flushing (sense of warmth in the face, ears, neck and trunk)",Headache,Blurred vision,Muscle pain,Upset stomach,Rash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Erectile dysfunction,,,,,Carboline Derivative,No,SEX STIMULANTS REJUVENATORS,Phosphodiesterase-V inhibitors
216665,t-him depot injection,Arnold 250mg Injection,Sustain 250mg Injection,Tastenate Depot 250 Injection,Teston 250 Injection,Sustaviron 250 Injection,"Injection site reactions (pain, swelling, redness)",Acne,Voice change,Breast enlargement in male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Male hypogonadism,,,,,Androgens Derivative,No,SEX STIMULANTS REJUVENATORS,Androgens
216701,tadox dp 10mg/30mg tablet,Corectil XP Tablet,Funtime XT Gold Tablet,Depofil Tablet,Nuradef D 10mg/30mg Tablet,Edup D 10mg/30mg Tablet,Nausea,Vomiting,Indigestion,Headache,"Flushing (sense of warmth in the face, ears, neck and trunk)",Dizziness,Nosebleeds,Dryness in mouth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Premature ejaculation,,,,,,No,SEX STIMULANTS REJUVENATORS,
216713,teracort 6mg tablet,Zefcort 6 Tablet,Mahacort DZ 6 Tablet,Ronicort 6mg Tablet,Flacort 6mg Tablet,Deflawok 6mg Tablet,Increased appetite,Weight gain,Frequent urge to urinate,Cushing syndrome,Cough,Upper respiratory tract infection,Abnormal hair growth,Obesity,Nasopharyngitis (inflammation of the throat and nasal passages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Inflammatory conditions,Treatment of Autoimmune conditions,Treatment of Cancer,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,HORMONES,Glucocorticoids
216729,topsor solution,Cvate Solution,Terabet Solution,Saclo Topical Solution,Topinate Solution,Clovate Solution,Skin atrophy,Telangiectasia,Skin irritation,Dry skin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Allergic skin conditions,,,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,DERMA,Glucocorticoids
216741,tor 5 tablet,Zeetor 5 Tablet,METOR 5MG TABLET,Henletor 5mg Tablet,Lhd 5mg Tablet,Toresa 5 Tablet,Headache,Dizziness,Dehydration,Constipation,Decreased blood pressure,Upset stomach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Hypertension (high blood pressure),Treatment of Edema,,,,Sulphamoyl derivatives,No,CARDIAC,High-ceiling Diuretics (Inhibitors of Na+-K+- 2Cl cotransport)
216771,torpres 10 tablet,Torsinol  10 Tablet,Torvel 10 Tablet,TOR 10 Tablet,Meltor 10 Tablet,Torbel 10mg Tablet,Headache,Dizziness,Dehydration,Constipation,Decreased blood pressure,Upset stomach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Hypertension (high blood pressure),Treatment of Edema,,,,Sulphamoyl derivatives,No,CARDIAC,High-ceiling Diuretics (Inhibitors of Na+-K+- 2Cl cotransport)
216827,tadox 2.5 tablet,Matfil 2.5 Tablet,Deta M 2.5mg Tablet,Tadazane 2.5mg Tablet,Tolfil 2.5mg Tablet,Ciafill 2.5 Tablet,"Flushing (sense of warmth in the face, ears, neck and trunk)",Headache,Blurred vision,Muscle pain,Upset stomach,Rash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Erectile dysfunction,,,,,Carboline Derivative,No,SEX STIMULANTS REJUVENATORS,Phosphodiesterase-V inhibitors
216832,testoki 40mg capsule,Nuvir 40mg Capsule,Andriol 40mg Capsule,Testonova 40mg Capsule,Androsar 40mg Capsule,Andriol 40mg Testocap,Diarrhea,Stomach discomfort,Increased sweating,"Injection site reactions (pain, swelling, redness)",Acne,Voice change,Breast enlargement in male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Male hypogonadism,,,,,Androgens Derivative,No,SEX STIMULANTS REJUVENATORS,Androgens
216842,testofil 40 mg capsule,Testoki 40mg Capsule,Nuvir 40mg Capsule,Andriol 40mg Capsule,Testonova 40mg Capsule,Androsar 40mg Capsule,Diarrhea,Stomach discomfort,Increased sweating,"Injection site reactions (pain, swelling, redness)",Acne,Voice change,Breast enlargement in male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Male hypogonadism,,,,,Androgens Derivative,No,SEX STIMULANTS REJUVENATORS,Androgens
216872,torvigress 40 tablet,Torspil 40mg Tablet,Torpres 40mg Tablet,ROMIDE 40MG TABLET,Torsinol  40mg Tablet,Concitor 40 Tablet,Headache,Dizziness,Dehydration,Constipation,Decreased blood pressure,Upset stomach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Hypertension (high blood pressure),Treatment of Edema,,,,Sulphamoyl derivatives,No,CARDIAC,High-ceiling Diuretics (Inhibitors of Na+-K+- 2Cl cotransport)
216875,tufderm cream,Topinate Cream,Lozivate Cream,Cortent Cream,Cortirate Cream,Cosvate Cream,Skin atrophy,Telangiectasia,Skin irritation,Dry skin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Allergic skin conditions,,,,,"Gluco/mineralocorticoids, progestogins and derivatives",No,DERMA,Glucocorticoids
216912,torsinex 20 tablet,Torvigress 20 Tablet,Toraide 20mg Tablet,Torsilem 20mg Tablet,Orsamide 20mg Tablet,Meltor 20 Tablet,Headache,Dizziness,Dehydration,Constipation,Decreased blood pressure,Upset stomach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Hypertension (high blood pressure),Treatment of Edema,,,,Sulphamoyl derivatives,No,CARDIAC,High-ceiling Diuretics (Inhibitors of Na+-K+- 2Cl cotransport)
216917,termin 15mg injection,Phentin 15mg Injection,Mephentine 15mg Injection,,,,Systemic hypertension (high blood pressure),Anxiety,Insomnia (difficulty in sleeping),CNS stimulation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Decreased blood pressure,,,,,Amphetamines Derivatives,Yes,CARDIAC,Sympathomimetics agonist
216924,tadagra 20mg tablet,Tada 20mg Tablet,Tadact 20 Tablet,Tadovas 20mg Tablet,Bigfun 36 Tablet,Xyorg 20mg Tablet,"Flushing (sense of warmth in the face, ears, neck and trunk)",Headache,Blurred vision,Muscle pain,Upset stomach,Rash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Erectile dysfunction,,,,,Carboline Derivative,No,SEX STIMULANTS REJUVENATORS,Phosphodiesterase-V inhibitors
216947,torvigress 100 tablet,Torkid 100mg Tablet,Torsed 100mg Tablet,MANOTOR 100MG TABLET,Dyloop 100mg Tablet,Renator 100mg Tablet,Headache,Dizziness,Dehydration,Constipation,Decreased blood pressure,Upset stomach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Hypertension (high blood pressure),Treatment of Edema,,,,Sulphamoyl derivatives,No,CARDIAC,High-ceiling Diuretics (Inhibitors of Na+-K+- 2Cl cotransport)
216973,tadasure 10 orally disintegrating strip,Tazzle 10 FM Disintegrating Strip,Tadgent 10mg Disintegrating Strip,Tfl 10 Orally Disintegrating Strip,Tadgo 10mg Disintegrating Strip,,"Flushing (sense of warmth in the face, ears, neck and trunk)",Headache,Blurred vision,Muscle pain,Upset stomach,Rash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Erectile dysfunction,,,,,Carboline Derivative,No,SEX STIMULANTS REJUVENATORS,Phosphodiesterase-V inhibitors
217003,torget 20 tablet,Torvigress 20 Tablet,Toraide 20mg Tablet,Torsilem 20mg Tablet,Orsamide 20mg Tablet,Meltor 20 Tablet,Headache,Dizziness,Dehydration,Constipation,Decreased blood pressure,Upset stomach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Hypertension (high blood pressure),Treatment of Edema,,,,Sulphamoyl derivatives,No,CARDIAC,High-ceiling Diuretics (Inhibitors of Na+-K+- 2Cl cotransport)
217047,testoretard 250mg injection,Arnold 250mg Injection,Sustain 250mg Injection,Tastenate Depot 250 Injection,Teston 250 Injection,Sustaviron 250 Injection,"Injection site reactions (pain, swelling, redness)",Acne,Voice change,Breast enlargement in male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Male hypogonadism,,,,,Androgens Derivative,No,SEX STIMULANTS REJUVENATORS,Androgens
217094,tadasure 20mg tablet,Tada 20mg Tablet,Tadact 20 Tablet,Tadovas 20mg Tablet,Bigfun 36 Tablet,Xyorg 20mg Tablet,"Flushing (sense of warmth in the face, ears, neck and trunk)",Headache,Blurred vision,Muscle pain,Upset stomach,Rash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Erectile dysfunction,,,,,Carboline Derivative,No,SEX STIMULANTS REJUVENATORS,Phosphodiesterase-V inhibitors
217122,tamoxilon 20mg tablet,Moxifen 20mg Tablet,Caditam 20mg Tablet,Cytotam 20 Tablet,Camofen 20mg Tablet,Mamofen 20 Tablet,Hot flashes,Nausea,Vaginal discharge,Vaginal bleeding,Mood swings,Fluid retention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Breast cancer,,,,,Nonsteroidal Antiestrogen,No,ANTI NEOPLASTICS,Selective estrogen receptor modulators (SERM)- Breast Cx
217151,tendrone 1% lotion,,,,,,"Application site reactions (burning, irritation, itching and redness)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Eczema, Severe allergic reactions,Treatment of Allergic conditions,Treatment of Cancer,Treatment of Skin disorders,Glucocorticoids,No,RESPIRATORY,Glucocorticoids
217218,torvel 10 tablet,Torsinol  10 Tablet,TOR 10 Tablet,Meltor 10 Tablet,Torbel 10mg Tablet,Durite 10mg Tablet,Headache,Dizziness,Dehydration,Constipation,Decreased blood pressure,Upset stomach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Hypertension (high blood pressure),Treatment of Edema,,,,Sulphamoyl derivatives,No,CARDIAC,High-ceiling Diuretics (Inhibitors of Na+-K+- 2Cl cotransport)
217220,torpres 20 tablet,Torvigress 20 Tablet,Toraide 20mg Tablet,Torsilem 20mg Tablet,Meltor 20 Tablet,Torsid 20 Tablet,Headache,Dizziness,Dehydration,Constipation,Decreased blood pressure,Upset stomach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Hypertension (high blood pressure),Treatment of Edema,,,,Sulphamoyl derivatives,No,CARDIAC,High-ceiling Diuretics (Inhibitors of Na+-K+- 2Cl cotransport)
217235,torsikind 10  tablet,Torsinol  10 Tablet,Torvel 10 Tablet,TOR 10 Tablet,Meltor 10 Tablet,Torbel 10mg Tablet,Headache,Dizziness,Dehydration,Constipation,Decreased blood pressure,Upset stomach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Hypertension (high blood pressure),Treatment of Edema,,,,Sulphamoyl derivatives,No,CARDIAC,High-ceiling Diuretics (Inhibitors of Na+-K+- 2Cl cotransport)
217249,tadaros d 20mg/30mg tablet,Standsure 20 D Tablet,Tidalmeg Plus 20mg/30mg Tablet,For Men Advanced Performance Kit,Tedasun-D Tablet,,Nausea,Vomiting,Indigestion,Headache,"Flushing (sense of warmth in the face, ears, neck and trunk)",Dizziness,Nosebleeds,Dryness in mouth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Premature ejaculation,,,,,,No,SEX STIMULANTS REJUVENATORS,
217257,tide 40 tablet,Torvigress 40 Tablet,Torspil 40mg Tablet,Torpres 40mg Tablet,ROMIDE 40MG TABLET,Torsinol  40mg Tablet,Headache,Dizziness,Dehydration,Constipation,Decreased blood pressure,Upset stomach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Hypertension (high blood pressure),Treatment of Edema,,,,Sulphamoyl derivatives,No,CARDIAC,High-ceiling Diuretics (Inhibitors of Na+-K+- 2Cl cotransport)
217285,triamaderm ointment,Praiscort Ointment,Ledercort 0.1% Ointment,Triamacort 0.1% Ointment,Triora Ointment,,Bacterial infection,Skin discoloration,Contact dermatitis,Increased risk of infection,Headache,Joint pain,"Injection site reactions (pain, swelling, redness)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Skin conditions with inflammation & itching,Treatment of Rheumatoid arthritis,Treatment of Osteoarthritis,,,Glucocorticoids,No,DERMA,Glucocorticoids
217302,twinsorb shampoo,Flucinate Shampoo,Flucitime 0.01% Shampoo,Pelliwash Shampoo,Sebowash  Shampoo,Sebolac 0.01% Shampoo,"Application site reactions (burning, irritation, itching and redness)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Dandruff,,,,,Glucocorticoids,No,DERMA,Glucocorticoids
217315,trilon 40mg injection,Alcicort 40mg Injection,Cascort 40mg Injection,Troeit 40mg Injection,Stancort 40mg Injection,Acecort Injection,Infection,Increased risk of infection,Headache,Joint pain,"Injection site reactions (pain, swelling, redness)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Rheumatoid arthritis,Treatment of Osteoarthritis,,,,Glucocorticoids,No,DERMA,Glucocorticoids
217356,testoheal gel,Androfil Gel,Androgel,Androtas Gel,Cernos Gel,Androrise Gel,"Injection site reactions (pain, swelling, redness)",Acne,Voice change,Breast enlargement in male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Male hypogonadism,,,,,Androgens Derivative,No,SEX STIMULANTS REJUVENATORS,Androgens
217379,termipil 200mg tablet,Medabon 200mg Tablet,Pregnot 200mg Tablet,Termipil 200mg Kit,Mifecon 200mg Tablet,Relezed 200mg Tablet,Nausea,Vomiting,Uterine cramps,Diarrhea,Infection following abortion,Uterine bleeding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Medical abortion,,,,,Oxosteroid,No,GYNAECOLOGICAL,Anti-progesterone
217409,tibomax 2.5mg tablet,Sibolone Tablet,Maxtib Tablet,Tibofem Tablet,Livial Tablet,,Breast pain,Vaginal bleeding,Weight gain,Abnormal hair growth,Breast tenderness,Cervical thickening,Endometrial hyperplasia,Genital itching,Lower abdominal pain,Pelvic pain,Vaginal discharge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Hormone replacement therapy, Post menopausal osteoporosis,,,,Oxosteroids,No,GYNAECOLOGICAL,Estrogens
217411,td 36 10mg tablet,Tadasure 10mg Tablet,Tadacip 10mg Tablet,Tadact 10 Tablet,Tadafil 10mg Tablet,Yaw 10 Tablet,"Flushing (sense of warmth in the face, ears, neck and trunk)",Headache,Blurred vision,Muscle pain,Upset stomach,Rash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Erectile dysfunction,,,,,Carboline Derivative,No,SEX STIMULANTS REJUVENATORS,Phosphodiesterase-V inhibitors
217419,torget 40 tablet,Torvigress 40 Tablet,Torspil 40mg Tablet,Torpres 40mg Tablet,ROMIDE 40MG TABLET,Torsinol  40mg Tablet,Headache,Dizziness,Dehydration,Constipation,Decreased blood pressure,Upset stomach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Hypertension (high blood pressure),Treatment of Edema,,,,Sulphamoyl derivatives,No,CARDIAC,High-ceiling Diuretics (Inhibitors of Na+-K+- 2Cl cotransport)
217431,testoheal soft gelatin capsule,Testolen 40mg Soft Gelatin Capsule,Cernos Soft Gelatin Capsule,Himdriol Soft Gelatin Capsule,,,Diarrhea,Stomach discomfort,Increased sweating,"Injection site reactions (pain, swelling, redness)",Acne,Voice change,Breast enlargement in male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Male hypogonadism,,,,,Androgens Derivative,No,SEX STIMULANTS REJUVENATORS,Androgens
217433,tormax 5mg tablet,Zeetor 5 Tablet,Henletor 5mg Tablet,Lhd 5mg Tablet,Toresa 5 Tablet,Torsinol  5mg Tablet,Headache,Dizziness,Dehydration,Constipation,Decreased blood pressure,Upset stomach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Hypertension (high blood pressure),Treatment of Edema,,,,Sulphamoyl derivatives,No,CARDIAC,High-ceiling Diuretics (Inhibitors of Na+-K+- 2Cl cotransport)
217447,tomkid 10mg tablet,Atmosril 10mg Tablet,Atokem 10mg Tablet,Attera 10mg Tablet,Atonext 10 Tablet,Atomox 10 Tablet,Headache,Nausea,Vomiting,Sleepiness,Decreased appetite,Abdominal pain,Increased heart rate,High blood pressure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Attention deficit hyperactivity disorder (ADHD),,,,,Propylamine Derivative,No,NEURO CNS,Sympthatomimmetics-ADHD (Non stimulant)
217499,tfil 5mg tablet,Tafil Tablet,Ttab 5mg Tablet,Tadablis 5mg Tablet,Fulflo Tablet,Xtafil Tablet,"Flushing (sense of warmth in the face, ears, neck and trunk)",Headache,Blurred vision,Muscle pain,Upset stomach,Rash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Erectile dysfunction,,,,,Carboline Derivative,No,SEX STIMULANTS REJUVENATORS,Phosphodiesterase-V inhibitors
217505,termiva injection,Mephentine 30mg Injection,Termin 30mg Injection,,,,Systemic hypertension (high blood pressure),Anxiety,Insomnia (difficulty in sleeping),CNS stimulation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Decreased blood pressure,,,,,Amphetamines Derivatives,Yes,CARDIAC,Sympathomimetics agonist
217534,torcel 20 tablet,Torvigress 20 Tablet,Toraide 20mg Tablet,Torsilem 20mg Tablet,Tinhub 20mg Tablet,Meltor 20 Tablet,Headache,Dizziness,Dehydration,Constipation,Decreased blood pressure,Upset stomach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Hypertension (high blood pressure),Treatment of Edema,,,,Sulphamoyl derivatives,No,CARDIAC,High-ceiling Diuretics (Inhibitors of Na+-K+- 2Cl cotransport)
217545,thiopred 80 injection,Deposet 80mg Injection,Depo-Medrol 80mg Injection,Stalen 80mg Injection,Sirolon 80mg Injection,Predshot 80mg Injection,Nausea,Sweating,Edema (swelling),Thinning of skin,Increased risk of infection,Reduction in bone density,Weight gain,Mood changes,Upset stomach,Behavioral changes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Rheumatic disorder,Treatment of Systemic lupus erythematosus (SLE),Treatment of Allergic conditions,Treatment of Eye disorders,Treatment of Skin disorders,Glucocorticoids,No,HORMONES,Glucocorticoids
217558,torsinol  5mg tablet,Zeetor 5 Tablet,METOR 5MG TABLET,Henletor 5mg Tablet,Lhd 5mg Tablet,Toresa 5 Tablet,Headache,Dizziness,Dehydration,Constipation,Decreased blood pressure,Upset stomach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment of Hypertension (high blood pressure),Treatment of Edema,,,,Sulphamoyl derivatives,No,CARDIAC,High-ceiling Diuretics (Inhibitors of Na+-K+- 2Cl cotransport)
